"xpath","count_occurrences","count_filings","schema_versions","first_year","last_year","latest_version","current_version","variable_name","rdb_relationship","rdb_table","label","form","form_part","variable_scope","data_type_simple","path_type"
"/Return",6007443,5980995,"2009v1.0;;2009v1.1;;2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.6;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.4;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3;;2012v3.0;;2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.0;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.0;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.4;;2024v5.5","2009","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData",6007443,5980995,"2009v1.0;;2009v1.1;;2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.6;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.4;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3;;2012v3.0;;2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.0;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.0;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.4;;2024v5.5","2009","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing",1830,1824,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3;;2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2009","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/Affiliate",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/AddressLine1",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/AddressLine2",657,24,"2010v3.2;;2010v3.4;;2011v1.2;;2011v1.5;;2012v2.0;;2012v2.1","2010","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/City",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/State",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/ZIPCode",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/EIN",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/Name",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/Affiliate/Name/BusinessNameLine1",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/Name/BusinessNameLine2",557,26,"2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/Affiliate/NameControl",4370,254,"2009v1.2;;2009v1.3;;2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.0;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp",24755,1479,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName",24755,1479,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine1",1070,99,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine1Txt",23685,1380,"2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine2",134,9,"2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine2Txt",5109,197,"2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.3;;2018v3.1;;2019v5.0;;2020v4.0;;2021v4.0;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v6.0;;2024v5.0","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessNameControlTxt",24755,1479,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/EIN",24755,1479,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress",24736,1474,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine1",1069,98,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine1Txt",23667,1376,"2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine2",39,8,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine2Txt",640,108,"2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2017v2.3;;2018v3.1;;2019v5.0;;2019v5.1;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.2;;2022v5.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/City",1069,98,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/CityNm",23667,1376,"2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/State",1069,98,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/StateAbbreviationCd",23667,1376,"2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/ZIPCd",23667,1376,"2014v5.0;;2014v6.0;;2015v2.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.0;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v4.1;;2022v5.0;;2023v4.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/ZIPCode",1069,98,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupAttachment",328,326,"2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.3;;2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.3;;2019v5.1;;2019v5.2;;2020v4.1;;2020v4.2;;2021v4.2;;2022v5.0;;2023v5.1;;2023v6.0;;2024v5.2;;2024v5.5","2009","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupAttachment/Explanation",75,75,"2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupAttachment/MeduimExplanationTxt",241,239,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.3;;2019v5.1;;2019v5.2;;2020v4.1;;2020v4.2;;2021v4.2;;2022v5.0;;2023v5.1;;2023v6.0;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule",2496,2472,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3;;2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v5.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2009","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/AddressLine1",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/AddressLine2",4,4,"2009v1.7;;2010v3.4;;2011v1.5;;2012v2.1","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/City",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/State",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/AddressUS/ZIPCode",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/BusinessName",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/BusinessName/BusinessNameLine1",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/EIN",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/ElectingOrg",688,284,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/GrassrootsNontaxableAmount",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/LobbyingNontaxableAmount",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/OtherExemptPurposeExpenditures",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/ShareOfExcessLobbyingExpendtrs",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyExpendMnsLobbyingNontx",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyingGrassrootMinusNontx",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalDirectLobbying",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalExemptPurposeExpenditures",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalGrassrootsLobbying",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalLobbyingExpenditures",2213,363,"2009v1.4;;2009v1.7;;2010v3.2;;2010v3.4;;2010v3.7;;2011v1.2;;2011v1.3;;2011v1.5;;2012v2.1;;2012v2.2;;2012v2.3","2009","2012","2012",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp",18530,2109,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v5.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName",18530,2109,"2013v3.0;;2013v3.1;;2013v4.0;;2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v5.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2013","2024","2024",TRUE,,,,,,,,,"HEADER"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine1",652,123,"2013v3.0;;2013v3.1;;2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine1Txt",17878,1986,"2014v5.0;;2014v6.0;;2015v2.1;;2015v3.0;;2016v3.0;;2016v3.1;;2017v2.2;;2017v2.3;;2018v3.1;;2018v3.2;;2018v3.3;;2019v5.0;;2019v5.1;;2019v5.2;;2020v4.0;;2020v4.1;;2020v4.2;;2021v4.0;;2021v4.1;;2021v4.2;;2022v5.0;;2023v5.0;;2023v5.1;;2023v6.0;;2024v5.0;;2024v5.1;;2024v5.2;;2024v5.5","2014","2024","2024",TRUE,,,,,,,,,"DATA"
"/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedScheduleGrp/BusinessName/BusinessNameLine2",1,1,"2013v4.0","2013","2013","2013",FALSE,,,,,,,,,"DATA"
