"xpath","TY2009","TY2010","TY2011","TY2012","TY2013","TY2014","TY2015","TY2016","TY2017","TY2018","TY2019","TY2020","TY2021","TY2022","TY2023","TY2024"
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgClassDesignatedInd",0,0,0,0,0,431,382,341,384,493,529,503,726,710,499,448
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgNotOrganizedUSInd",0,0,0,0,0,15740,16254,16817,17818,18169,19204,21477,22731,22932,22683,16108
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgQualifiedInd",0,0,0,0,0,821,853,909,1017,1089,1196,1288,1569,1612,1457,1214
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgSectionC456Ind",0,0,0,0,0,15740,16254,16817,17818,18169,19204,21477,22731,22932,22683,16108
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SuprtExclusivelySec170c2BInd",0,0,0,0,0,818,849,901,1018,1086,1191,1281,1562,1608,1455,1213
"/Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SuprtOrgNoIRSDeterminationInd",0,0,0,0,0,15740,16254,16817,17818,18169,19204,21477,22731,22932,22683,16108
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType1SuprtOrgGrp",0,0,0,0,0,8971,9346,9694,10458,10769,11378,12648,13500,13768,13664,9575
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType1SuprtOrgGrp/OperateBenefitNonSuprtOrgInd",0,0,0,0,0,8971,9346,9694,10458,10769,11378,12648,13500,13768,13664,9575
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType1SuprtOrgGrp/PowerAppointMajorityDirTrstInd",0,0,0,0,0,8971,9346,9694,10458,10769,11378,12648,13500,13768,13664,9575
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp",0,0,0,0,0,2694,2797,2959,3315,3382,3901,4074,6041,6723,6733,5463
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesEngagedOrgInvlmntInd",0,0,0,0,0,2039,2099,2263,2131,2165,2263,2507,2632,2602,2558,1828
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesFurtherExemptPrpsInd",0,0,0,0,0,2039,2099,2265,2134,2168,2267,2509,2633,2603,2560,1829
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesTestInd",0,0,0,0,0,1720,1787,1948,2105,2143,2230,2469,2571,2543,2503,1775
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/AppointElectMajorityOfficerInd",0,0,0,0,0,701,713,768,363,358,396,421,453,453,464,309
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ExerciseDirectionPoliciesInd",0,0,0,0,0,701,713,768,363,358,395,421,453,452,463,314
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/GovernmentalEntityInd",0,0,0,0,0,558,607,654,697,704,736,813,862,864,864,615
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ParentSupportedOrgInd",0,0,0,0,0,246,247,269,307,303,323,329,346,350,363,221
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp",0,0,0,0,0,4711,4644,4852,4975,5075,5453,6193,6622,6592,6414,4876
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/OfficersCloseRelationshipInd",0,0,0,0,0,4711,4644,4852,4975,5075,5453,6193,6622,6592,6414,4876
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/SupportedOrgVoiceInvestmentInd",0,0,0,0,0,4711,4644,4852,4975,5075,5453,6193,6622,6592,6414,4876
"/Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/TimelyProvidedDocumentsInd",0,0,0,0,0,4711,4644,4852,4975,5075,5453,6193,6622,6592,6414,4876
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIVGrp",0,0,0,0,22845,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIVGrp/ExplanationTxt",0,0,0,0,22589,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIVGrp/FormAndLineReferenceDesc",0,0,0,0,22840,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartVIGrp",0,0,0,0,0,31052,34296,35978,38628,40324,43504,52276,59182,59296,58141,43050
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartVIGrp/ExplanationTxt",0,0,0,0,0,30644,33844,35481,38137,39834,42974,51810,58686,59116,57945,42917
"/Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartVIGrp/FormAndLineReferenceDesc",0,0,0,0,0,31041,34290,35974,38624,40323,43502,52273,59163,59263,58107,43034
"/Return/ReturnData/IRS990ScheduleA/GeneralExplanation",2170,6086,7434,9519,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp",0,0,0,0,96186,107197,114930,120371,129433,135327,141740,158474,174471,180720,183819,148410
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/CurrentTaxYearAmt",0,0,0,0,93192,103766,111488,116602,125192,130658,136712,152833,167279,172983,175846,141471
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,91392,101023,108456,113552,121772,127077,132517,148132,160517,165764,168783,135627
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,88973,98182,104831,109938,118025,122908,128489,143520,155308,159269,162274,130145
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,86001,95154,101571,106135,114020,118719,124235,138978,150188,153957,155912,124506
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,82936,91958,98310,102813,110090,114505,120071,134501,145335,148857,150822,119283
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContriRcvd170Grp/TotalAmt",0,0,0,0,96181,107197,114900,120323,129083,134898,141075,157887,172686,178450,181563,146370
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170",15767,58409,76582,86923,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYear",15439,56785,74502,84343,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus1Year",15206,55430,72924,82945,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus2Years",14874,53329,70533,80459,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus3Years",14646,50963,67689,77638,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/CurrentTaxYearMinus4Years",14317,48995,64782,74554,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived170/Total",15767,58407,76582,86921,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509",12211,53372,70044,80802,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYear",11291,49204,64702,74496,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus1Year",10940,47238,62629,72329,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus2Years",10540,44556,59714,69625,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus3Years",10169,41947,56431,66433,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/CurrentTaxYearMinus4Years",9892,39682,53256,62836,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContribReceived509/Total",12210,53358,70024,80790,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp",0,0,0,0,90813,101650,110423,115640,124909,133995,139452,155918,177161,185276,189415,159265
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearAmt",0,0,0,0,83909,93863,102297,107212,115823,123896,128990,144657,164634,171323,174884,146960
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,81105,90180,98100,102831,110760,118072,123048,137557,154810,161369,164865,138438
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,78130,86405,93633,98340,106028,112652,117489,131830,147920,152918,156857,131097
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,74865,82925,89442,93750,101284,107656,112339,126084,141622,146232,148852,124485
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,71341,79459,85866,89672,96553,102752,107607,120858,135587,140159,142735,117992
"/Return/ReturnData/IRS990ScheduleA/GiftsGrantsContrisRcvd509Grp/TotalAmt",0,0,0,0,90804,101637,110365,115573,124752,133810,139113,155549,176056,183841,187964,157899
"/Return/ReturnData/IRS990ScheduleA/GovernmentalUnit170b1Av",104,315,378,413,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GovernmentalUnitInd",0,0,0,0,485,537,568,600,654,667,699,812,964,1048,1060,858
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp",0,0,0,0,24378,26846,28479,29369,31588,40254,43484,48032,54729,58055,61672,51467
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/CurrentTaxYearAmt",0,0,0,0,3493,4027,4324,4405,4666,5069,5656,7768,10375,11634,13924,12352
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,3730,4180,4551,4675,4860,5322,5898,8041,10943,12627,14580,12900
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,3734,4219,4556,4700,4939,5418,5966,8108,10964,12781,14968,13037
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,3686,4177,4552,4667,4916,5438,5988,8097,10928,12740,15022,13185
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,3641,4099,4497,4648,4860,5392,5995,8079,10883,12717,14974,13197
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl170Grp/TotalAmt",0,0,0,0,24378,26846,28443,29321,31191,39824,42686,47343,52298,54930,58519,48510
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp",0,0,0,0,22990,25371,27504,28569,30688,32666,32991,36126,44878,50813,54301,47259
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearAmt",0,0,0,0,2590,2704,2960,2991,3196,3908,4390,6762,11785,15288,17658,16390
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,2719,2857,3076,3139,3305,4080,4609,6930,11999,15788,17920,16598
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,2731,2878,3110,3120,3334,4056,4636,6957,11924,15741,17958,16554
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,2711,2869,3107,3136,3300,4048,4591,6922,11850,15677,17863,16501
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,2697,2830,3075,3123,3307,4027,4574,6847,11750,15636,17837,16407
"/Return/ReturnData/IRS990ScheduleA/GovtFurnSrvcFcltsVl509Grp/TotalAmt",0,0,0,0,22990,25371,27473,28535,30304,32237,32184,35471,42431,47689,51112,44285
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170",15668,57563,74131,84608,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYear",12667,41142,52453,57720,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus1Year",12812,41686,53295,58595,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus2Years",12629,41232,52603,58547,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus3Years",12425,39893,51561,57652,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/CurrentTaxYearMinus4Years",12134,38473,49897,56457,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170/Total",15668,57563,74131,84607,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp",0,0,0,0,92846,102181,108005,111619,118509,108553,107063,118165,128836,133099,136636,108928
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearAmt",0,0,0,0,62128,67534,70845,72781,77417,79235,82698,91561,98066,100572,104236,81915
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,62976,67942,71153,72729,76882,78909,81886,91253,97514,99194,100886,79508
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,62785,67741,70533,72249,76043,77437,80597,89394,96140,97662,98288,75842
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,62512,67238,70014,71459,75302,76357,78972,87789,93955,96065,96605,73741
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,61461,66787,69445,70866,74332,75434,77733,85967,92225,93833,94996,72292
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome170Grp/TotalAmt",0,0,0,0,92845,102180,107966,111576,118120,108115,106273,117470,126531,130138,133658,106137
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509",11730,46467,59402,67373,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYear",10069,36894,46760,51586,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus1Year",10267,37562,47588,52500,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus2Years",10026,37302,46813,52297,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus3Years",9726,35780,45800,51291,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/CurrentTaxYearMinus4Years",9373,34012,43957,50085,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509/Total",11729,46460,59391,67368,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp",0,0,0,0,74398,81216,86052,88589,93815,100972,102081,111081,123455,129355,132887,110536
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearAmt",0,0,0,0,55616,59459,62726,64095,67502,71075,72747,80155,88136,91728,95883,79076
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus1YearAmt",0,0,0,0,56448,60098,63071,64064,67377,71300,72809,80519,87666,90535,92245,76489
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,56342,59840,62506,63472,66296,70266,71823,79232,86796,89155,89893,72514
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,55826,59472,61952,62783,65479,68927,70612,77862,85147,88116,88317,70453
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,54610,58825,61446,62166,64627,67983,69214,76510,83504,86381,87312,69135
"/Return/ReturnData/IRS990ScheduleA/GrossInvestmentIncome509Grp/TotalAmt",0,0,0,0,74396,81209,86011,88535,93507,100596,101382,110487,121291,126551,130166,107982
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp",0,0,0,0,77560,85807,92153,96192,103053,112378,117882,129183,144310,150283,153316,126056
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearAmt",0,0,0,0,66498,73009,78132,81100,86290,90135,92766,99063,111176,115328,118000,95289
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus1YearAmt",0,0,0,0,65411,71467,76548,79605,84650,88067,91493,100416,106779,111456,114358,92846
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,63530,69423,74157,77235,82270,85490,88813,98626,107921,106663,110045,89431
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,61485,67098,71756,74608,79668,82797,86061,95705,105732,107729,105239,85772
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,59052,64792,69271,72128,76832,80047,83402,92746,102583,105553,106287,81924
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsAdmissionsGrp/TotalAmt",0,0,0,0,77557,85802,92128,96155,102874,112178,117428,128749,142692,148186,151175,124022
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions",12011,46259,60142,69351,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYear",11052,40706,52617,60002,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYearMinus1Year",10760,39988,51962,59128,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYearMinus2Years",10472,37888,50163,57551,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYearMinus3Years",10269,36271,47456,55357,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/CurrentTaxYearMinus4Years",9953,35164,45374,52286,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissions/Total",12010,46239,60115,69334,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromAdmissionsEtc",9012,26577,33968,38435,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI",3590,16207,22201,28043,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYear",1464,6192,8111,9567,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYearMinus1Year",1197,5658,7603,9000,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYearMinus2Years",1052,4401,6630,8352,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYearMinus3Years",945,3805,5185,7296,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/CurrentTaxYearMinus4Years",888,3293,4536,5753,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsFromNonUBI/Total",3590,16206,22197,28041,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp",0,0,0,0,31870,35793,38937,40813,44264,57071,61770,66977,77842,84586,88059,74910
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearAmt",0,0,0,0,10889,12311,13637,14412,15874,17596,18382,20410,26878,31014,33736,29376
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus1YearAmt",0,0,0,0,10419,11800,12946,13820,15223,16738,17988,21131,25524,30184,32855,28948
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus2YearsAmt",0,0,0,0,9607,11105,12238,12985,14431,15930,17020,20645,26123,28726,31704,27977
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus3YearsAmt",0,0,0,0,8908,10256,11495,12276,13517,15045,16248,19631,25559,29323,30254,26978
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/CurrentTaxYearMinus4YearsAmt",0,0,0,0,7834,9474,10644,11485,12764,14142,15391,18846,24516,28828,30913,25877
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsNonUnrltBusGrp/TotalAmt",0,0,0,0,31870,35792,38917,40796,43931,56704,61012,66363,75518,81600,85046,72066
"/Return/ReturnData/IRS990ScheduleA/GrossReceiptsRltdActivitiesAmt",0,0,0,0,42391,47017,50202,52092,56095,58223,61586,67828,73651,74920,76105,58164
"/Return/ReturnData/IRS990ScheduleA/Hospital170b1Aiii",1928,3508,3748,3803,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalInd",0,0,0,0,3841,3890,3892,3906,4023,3982,4037,4224,4236,4243,4162,2274
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress",66,199,260,276,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/City",66,199,260,276,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Country",2,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Name",66,199,260,276,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Name/BusinessNameLine1",66,199,260,276,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/Name/BusinessNameLine2",1,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddress/State",66,195,256,272,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp",0,0,0,0,321,338,354,365,376,369,367,381,406,393,389,291
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/CityNm",0,0,0,0,321,338,354,365,376,369,367,381,406,393,389,291
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/CountryCd",0,0,0,0,4,4,6,7,7,5,10,13,13,12,14,13
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/StateAbbreviationCd",0,0,0,0,317,335,349,359,370,364,358,369,394,383,376,280
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/SupportedOrganizationName",0,0,0,0,321,338,354,365,376,369,367,381,406,393,389,291
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/SupportedOrganizationName/BusinessNameLine1",0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/SupportedOrganizationName/BusinessNameLine1Txt",0,0,0,0,0,338,354,365,376,369,367,381,406,393,389,291
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/SupportedOrganizationName/BusinessNameLine2",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/HospitalNameAndAddressGrp/SupportedOrganizationName/BusinessNameLine2Txt",0,0,0,0,0,16,18,18,18,16,16,15,20,19,17,12
"/Return/ReturnData/IRS990ScheduleA/IRSWrittenDeterminationInd",0,0,0,0,2419,2441,3053,3276,3646,3771,4038,4555,4968,5163,5358,3864
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI",11157,42515,53454,60515,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYear",10161,37340,47280,52311,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus1Year",10361,38001,48028,53176,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus2Years",10166,37848,47307,53011,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus3Years",9884,36474,46378,52057,0,0,0,0,0,0,0,0,0,0,0,0
"/Return/ReturnData/IRS990ScheduleA/InvestmentIncomeAndUBTI/CurrentTaxYearMinus4Years",9557,34806,44663,50927,0,0,0,0,0,0,0,0,0,0,0,0
