"xpath","count_occurrences","count_filings","schema_versions"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp",2502328,198855,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/PersonNm",2496690,198324,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/TitleTxt",2488312,198855,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt",2439614,196999,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OtherCompensationAmt",2430663,196671,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt",2426456,196634,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRt",2415868,192491,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/IndividualTrusteeOrDirectorInd",1988608,175437,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail",1696792,300102,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail/ExplanationTxt",1696792,300102,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail/FormAndLineReferenceDesc",1696792,300102,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OfficerInd",815503,179125,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRltdOrgRt",767239,70577,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp",697302,104375,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/AverageHrsPerWkDevotedToPosRt",697302,104375,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/CompensationAmt",697302,104375,"2013v3.0, 2013v3.1, 2013v4.0"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/TitleTxt",697302,104375,"2013v3.0, 2013v3.1, 2013v4.0"
