"xpath","count_occurrences","count_filings","schema_versions"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp",3922080,320342,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt",3921416,320324,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OtherCompensationAmt",3921350,320320,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromRltdOrgAmt",3921348,320320,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/TitleTxt",3920043,320342,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/PersonNm",3868628,316388,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRt",3708384,303250,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/IndividualTrusteeOrDirectorInd",3145589,282778,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail",2758516,481567,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail/ExplanationTxt",2758516,481567,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleO/SupplementalInformationDetail/FormAndLineReferenceDesc",2758516,481567,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OfficerInd",1423659,294129,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRltdOrgRt",1374865,128289,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp",1066171,169864,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/AverageHrsPerWkDevotedToPosRt",1066171,169864,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/CompensationAmt",1066171,169864,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/TitleTxt",1066171,169864,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990EZ/OfficerDirectorTrusteeEmplGrp/PersonNm",1063333,169282,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/OtherExpensesGrp",1059925,289647,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/OtherExpensesGrp/TotalAmt",1059068,289359,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990/OtherExpensesGrp/Desc",1056373,289198,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable",1050955,44655,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/RecipientBusinessName",1049960,44477,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/RecipientBusinessName/BusinessNameLine1Txt",1049960,44477,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/USAddress",1036577,43091,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/USAddress/AddressLine1Txt",1036577,43091,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/USAddress/CityNm",1036577,43091,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/USAddress/StateAbbreviationCd",1036577,43091,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/USAddress/ZIPCd",1036577,43091,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/PurposeOfGrantTxt",1030424,41094,"2020v4.0, 2020v4.1, 2020v4.2"
"/Return/ReturnData/IRS990ScheduleI/RecipientTable/CashGrantAmt",1008848,42728,"2020v4.0, 2020v4.1, 2020v4.2"
